x,y,ux,uy,p,cs,f
0.00976562,0.00976562,1.00183,-3.08299e-05,0.998578,1,0
0.00976562,0.0292969,1.00161,-6.72123e-05,0.998579,1,0
0.0292969,0.00976562,1.00209,-3.09213e-05,0.996182,1,0
0.0292969,0.0292969,1.00187,-6.71469e-05,0.996184,1,0
0.00976562,0.0488281,1.00148,-9.34871e-05,0.998579,1,0
0.00976562,0.0683594,1.00137,-0.000126647,0.99858,1,0
0.0292969,0.0488281,1.00174,-9.32045e-05,0.996183,1,0
0.0292969,0.0683594,1.00163,-0.000126271,0.996183,1,0
0.0488281,0.00976562,1.00206,-3.08095e-05,0.994334,1,0
0.0488281,0.0292969,1.00185,-6.66535e-05,0.994334,1,0
0.0683594,0.00976562,1.00203,-3.05147e-05,0.992453,1,0
0.0683594,0.0292969,1.00181,-6.57744e-05,0.992454,1,0
0.0488281,0.0488281,1.00172,-9.23525e-05,0.994333,1,0
0.0488281,0.0683594,1.00161,-0.000125111,0.994333,1,0
0.0683594,0.0488281,1.00168,-9.10065e-05,0.992452,1,0
0.0683594,0.0683594,1.00157,-0.000123296,0.992451,1,0
0.00976562,0.0878906,1.00127,-0.000156929,0.99858,1,0
0.00976562,0.107422,1.00117,-0.000190269,0.99858,1,0
0.0292969,0.0878906,1.00154,-0.000156398,0.996182,1,0
0.0292969,0.107422,1.00144,-0.000189624,0.996182,1,0
0.00976562,0.126953,1.00106,-0.000223559,0.998581,1,0
0.00976562,0.146484,1.00093,-0.0002589,0.998581,1,0
0.0292969,0.126953,1.00132,-0.000222779,0.996182,1,0
0.0292969,0.146484,1.00119,-0.000257996,0.996181,1,0
0.0488281,0.0878906,1.00151,-0.000154881,0.994331,1,0
0.0488281,0.107422,1.00141,-0.000187781,0.99433,1,0
0.0683594,0.0878906,1.00148,-0.000152554,0.992449,1,0
0.0683594,0.107422,1.00138,-0.000184958,0.992447,1,0
0.0488281,0.126953,1.0013,-0.000220582,0.994328,1,0
0.0488281,0.146484,1.00117,-0.000255452,0.994326,1,0
0.0683594,0.126953,1.00127,-0.000217227,0.992444,1,0
0.0683594,0.146484,1.00114,-0.000251558,0.992441,1,0
0.0878906,0.00976562,1.00206,-3.00912e-05,0.990448,1,0
0.0878906,0.0292969,1.00185,-6.46063e-05,0.990448,1,0
0.107422,0.00976562,1.00211,-2.95366e-05,0.988441,1,0
0.107422,0.0292969,1.00189,-6.3153e-05,0.988441,1,0
0.0878906,0.0488281,1.00172,-8.9278e-05,0.990446,1,0
0.0878906,0.0683594,1.00161,-0.000120974,0.990445,1,0
0.107422,0.0488281,1.00176,-8.71754e-05,0.988438,1,0
0.107422,0.0683594,1.00165,-0.00011815,0.988437,1,0
0.126953,0.00976562,1.00213,-2.88375e-05,0.986463,1,0
0.126953,0.0292969,1.00192,-6.13997e-05,0.986463,1,0
0.146484,0.00976562,1.00215,-2.79906e-05,0.984489,1,0
0.146484,0.0292969,1.00194,-5.93529e-05,0.984489,1,0
0.126953,0.0488281,1.00179,-8.46903e-05,0.98646,1,0
0.126953,0.0683594,1.00168,-0.000114817,0.986458,1,0
0.146484,0.0488281,1.00181,-8.18418e-05,0.984486,1,0
0.146484,0.0683594,1.00171,-0.000111002,0.984483,1,0
0.0878906,0.0878906,1.00152,-0.000149597,0.990442,1,0
0.0878906,0.107422,1.00142,-0.000181373,0.990439,1,0
0.107422,0.0878906,1.00156,-0.000146017,0.988433,1,0
0.107422,0.107422,1.00146,-0.000177032,0.98843,1,0
0.0878906,0.126953,1.00131,-0.000212964,0.990435,1,0
0.0878906,0.146484,1.00119,-0.000246596,0.990431,1,0
0.107422,0.126953,1.00136,-0.000207798,0.988425,1,0
0.107422,0.146484,1.00123,-0.000240572,0.98842,1,0
0.126953,0.0878906,1.00159,-0.000141809,0.986454,1,0
0.126953,0.107422,1.00149,-0.00017193,0.98645,1,0
0.146484,0.0878906,1.00162,-0.000137015,0.984479,1,0
0.146484,0.107422,1.00152,-0.000166122,0.984474,1,0
0.126953,0.126953,1.00139,-0.000201728,0.986445,1,0
0.126953,0.146484,1.00127,-0.000233486,0.986439,1,0
0.146484,0.126953,1.00142,-0.000194822,0.984468,1,0
0.146484,0.146484,1.00129,-0.000225422,0.984461,1,0
0.00976562,0.166016,1.00077,-0.000295385,0.998582,1,0
0.00976562,0.185547,1.00058,-0.00033386,0.998582,1,0
0.0292969,0.166016,1.00104,-0.000294353,0.99618,1,0
0.0292969,0.185547,1.00085,-0.000332715,0.99618,1,0
0.00976562,0.205078,1.00031,-0.000374114,0.998583,1,0
0.00976562,0.224609,0.999919,-0.000416607,0.998584,1,0
0.0292969,0.205078,1.00059,-0.00037288,0.996179,1,0
0.0292969,0.224609,1.00019,-0.000415339,0.996178,1,0
0.0488281,0.166016,1.00102,-0.000291454,0.994323,1,0
0.0488281,0.185547,1.00083,-0.000329472,0.99432,1,0
0.0683594,0.166016,1.00099,-0.000286996,0.992437,1,0
0.0683594,0.185547,1.0008,-0.000324443,0.992433,1,0
0.0488281,0.205078,1.00057,-0.00036932,0.994317,1,0
0.0488281,0.224609,1.00018,-0.000411528,0.994314,1,0
0.0683594,0.205078,1.00055,-0.000363712,0.992428,1,0
0.0683594,0.224609,1.00016,-0.000405363,0.992422,1,0
0.00976562,0.244141,0.999282,-0.000461241,0.998585,1,0
0.00976562,0.263672,0.998183,-0.000508415,0.998586,1,0
0.0292969,0.244141,0.99956,-0.000460039,0.996177,1,0
0.0292969,0.263672,0.998463,-0.000507458,0.996176,1,0
0.00976562,0.283203,0.996229,-0.000557696,0.998587,1,0
0.00976562,0.302734,0.992737,-0.000609644,0.998589,1,0
0.0292969,0.283203,0.996511,-0.000557282,0.996176,1,0
0.0292969,0.302734,0.99302,-0.000610278,0.996177,1,0
0.0488281,0.244141,0.999549,-0.000456099,0.99431,1,0
0.0488281,0.263672,0.998456,-0.000503613,0.994306,1,0
0.0683594,0.244141,0.999531,-0.000449422,0.992416,1,0
0.0683594,0.263672,0.998441,-0.000496524,0.992409,1,0
0.0488281,0.283203,0.996507,-0.000553897,0.994302,1,0
0.0488281,0.302734,0.99302,-0.00060796,0.994299,1,0
0.0683594,0.283203,0.996496,-0.000546559,0.992402,1,0
0.0683594,0.302734,0.993012,-0.000600637,0.992394,1,0
0.0878906,0.166016,1.00104,-0.000281288,0.990426,1,0
0.0878906,0.185547,1.00085,-0.000317952,0.990421,1,0
0.107422,0.166016,1.00109,-0.000274337,0.988414,1,0
0.107422,0.185547,1.0009,-0.000310009,0.988407,1,0
0.0878906,0.205078,1.00059,-0.000356391,0.990414,1,0
0.0878906,0.224609,1.00021,-0.000397169,0.990407,1,0
0.107422,0.205078,1.00065,-0.000347372,0.988399,1,0
0.107422,0.224609,1.00027,-0.000386981,0.98839,1,0
0.126953,0.166016,1.00112,-0.000266145,0.986431,1,0
0.126953,0.185547,1.00094,-0.000300625,0.986423,1,0
0.146484,0.166016,1.00115,-0.000256815,0.984453,1,0
0.146484,0.185547,1.00097,-0.000289919,0.984443,1,0
0.126953,0.205078,1.00069,-0.000336677,0.986414,1,0
0.126953,0.224609,1.00031,-0.000374843,0.986403,1,0
0.146484,0.205078,1.00072,-0.00032445,0.984432,1,0
0.146484,0.224609,1.00034,-0.000360926,0.98442,1,0
0.0878906,0.244141,0.999584,-0.000440308,0.990399,1,0
0.0878906,0.263672,0.998497,-0.000486447,0.990389,1,0
0.107422,0.244141,0.999644,-0.000428834,0.988379,1,0
0.107422,0.263672,0.998559,-0.000473553,0.988368,1,0
0.0878906,0.283203,0.996555,-0.000535458,0.990379,1,0
0.0878906,0.302734,0.993075,-0.000588443,0.990367,1,0
0.107422,0.283203,0.996621,-0.000520958,0.988354,1,0
0.107422,0.302734,0.993144,-0.000572113,0.988339,1,0
0.126953,0.244141,0.999685,-0.000415083,0.98639,1,0
0.126953,0.263672,0.998604,-0.000457989,0.986376,1,0
0.146484,0.244141,0.999722,-0.00039926,0.984406,1,0
0.146484,0.263672,0.998643,-0.000440002,0.984389,1,0
0.126953,0.283203,0.996668,-0.000503314,0.98636,1,0
0.126953,0.302734,0.993195,-0.000552077,0.986341,1,0
0.146484,0.283203,0.99671,-0.000482821,0.984371,1,0
0.146484,0.302734,0.99324,-0.000528678,0.984349,1,0
0.166016,0.00976562,1.00218,-2.69987e-05,0.982509,1,0
0.166016,0.0292969,1.00197,-5.70306e-05,0.982509,1,0
0.185547,0.00976562,1.0022,-2.58674e-05,0.98053,1,0
0.185547,0.0292969,1.00199,-5.44535e-05,0.980528,1,0
0.166016,0.0488281,1.00184,-7.8662e-05,0.982505,1,0
0.166016,0.0683594,1.00173,-0.000106749,0.982502,1,0
0.185547,0.0488281,1.00186,-7.51829e-05,0.980525,1,0
0.185547,0.0683594,1.00176,-0.000102103,0.980522,1,0
0.205078,0.00976562,1.00222,-2.46043e-05,0.978552,1,0
0.205078,0.0292969,1.00202,-5.16445e-05,0.978551,1,0
0.224609,0.00976562,1.00224,-2.32196e-05,0.976576,1,0
0.224609,0.0292969,1.00204,-4.86299e-05,0.976574,1,0
0.205078,0.0488281,1.00189,-7.14385e-05,0.978547,1,0
0.205078,0.0683594,1.00178,-9.71116e-05,0.978543,1,0
0.224609,0.0488281,1.00191,-6.74661e-05,0.976571,1,0
0.224609,0.0683594,1.00181,-9.18253e-05,0.976567,1,0
0.166016,0.0878906,1.00164,-0.000131695,0.982498,1,0
0.166016,0.107422,1.00155,-0.000159682,0.982492,1,0
0.185547,0.0878906,1.00167,-0.00012591,0.980516,1,0
0.185547,0.107422,1.00158,-0.000152685,0.980511,1,0
0.166016,0.126953,1.00144,-0.000187174,0.982486,1,0
0.166016,0.146484,1.00133,-0.000216491,0.982478,1,0
0.185547,0.126953,1.00147,-0.000178875,0.980503,1,0
0.185547,0.146484,1.00135,-0.000206807,0.980495,1,0
0.205078,0.0878906,1.00169,-0.000119721,0.978538,1,0
0.205078,0.107422,1.0016,-0.000145208,0.978532,1,0
0.224609,0.0878906,1.00172,-0.000113196,0.976561,1,0
0.224609,0.107422,1.00163,-0.000137338,0.976554,1,0
0.205078,0.126953,1.0015,-0.000170024,0.978524,1,0
0.205078,0.146484,1.00138,-0.000196492,0.978515,1,0
0.224609,0.126953,1.00152,-0.000160727,0.976546,1,0
0.224609,0.146484,1.00141,-0.000185672,0.976537,1,0
0.244141,0.00976562,1.00226,-2.17256e-05,0.974601,1,0
0.244141,0.0292969,1.00206,-4.54392e-05,0.974599,1,0
0.263672,0.00976562,1.00228,-2.01361e-05,0.972627,1,0
0.263672,0.0292969,1.00208,-4.21034e-05,0.972624,1,0
0.244141,0.0488281,1.00193,-6.33057e-05,0.974595,1,0
0.244141,0.0683594,1.00183,-8.62992e-05,0.974591,1,0
0.263672,0.0488281,1.00195,-5.89978e-05,0.97262,1,0
0.263672,0.0683594,1.00185,-8.05884e-05,0.972616,1,0
0.283203,0.00976562,1.0023,-1.84661e-05,0.970653,1,0
0.283203,0.0292969,1.0021,-3.86544e-05,0.970651,1,0
0.302734,0.00976562,1.00231,-1.67317e-05,0.968681,1,0
0.302734,0.0292969,1.00212,-3.51241e-05,0.968679,1,0
0.283203,0.0488281,1.00197,-5.45827e-05,0.970647,1,0
0.283203,0.0683594,1.00187,-7.47475e-05,0.970642,1,0
0.302734,0.0488281,1.00199,-5.00997e-05,0.968675,1,0
0.302734,0.0683594,1.00189,-6.88291e-05,0.96867,1,0
0.244141,0.0878906,1.00174,-0.000106406,0.974585,1,0
0.244141,0.107422,1.00165,-0.000129161,0.974578,1,0
0.263672,0.0878906,1.00176,-9.9421e-05,0.97261,1,0
0.263672,0.107422,1.00167,-0.000120763,0.972603,1,0
0.244141,0.126953,1.00155,-0.00015109,0.974569,1,0
0.244141,0.146484,1.00143,-0.000174478,0.97456,1,0
0.263672,0.126953,1.00157,-0.000141219,0.972594,1,0
0.263672,0.146484,1.00145,-0.000163036,0.972584,1,0
0.283203,0.0878906,1.00178,-9.23085e-05,0.970636,1,0
0.283203,0.107422,1.00169,-0.000112227,0.970629,1,0
0.302734,0.0878906,1.0018,-8.51338e-05,0.968664,1,0
0.302734,0.107422,1.00171,-0.000103633,0.968657,1,0
0.283203,0.126953,1.00159,-0.000131215,0.97062,1,0
0.283203,0.146484,1.00148,-0.000151465,0.97061,1,0
0.302734,0.126953,1.00161,-0.000121171,0.968648,1,0
0.302734,0.146484,1.00149,-0.000139875,0.968638,1,0
0.166016,0.166016,1.00118,-0.00024648,0.982469,1,0
0.166016,0.185547,1.001,-0.000278055,0.982458,1,0
0.185547,0.166016,1.00121,-0.000235281,0.980485,1,0
0.185547,0.185547,1.00103,-0.000265204,0.980474,1,0
0.166016,0.205078,1.00075,-0.000310888,0.982446,1,0
0.166016,0.224609,1.00038,-0.00034547,0.982432,1,0
0.185547,0.205078,1.00079,-0.000296201,0.980461,1,0
0.185547,0.224609,1.00041,-0.000328738,0.980446,1,0
0.205078,0.166016,1.00124,-0.000223366,0.978504,1,0
0.205078,0.185547,1.00106,-0.000251546,0.978492,1,0
0.224609,0.166016,1.00127,-0.000210888,0.976526,1,0
0.224609,0.185547,1.00109,-0.000237269,0.976513,1,0
0.205078,0.205078,1.00082,-0.000280612,0.978479,1,0
0.205078,0.224609,1.00045,-0.000311002,0.978463,1,0
0.224609,0.205078,1.00085,-0.000264348,0.976499,1,0
0.224609,0.224609,1.00048,-0.000292542,0.976482,1,0
0.166016,0.244141,0.999761,-0.000381659,0.982416,1,0
0.166016,0.263672,0.998684,-0.000419959,0.982398,1,0
0.185547,0.244141,0.999798,-0.000362612,0.980429,1,0
0.185547,0.263672,0.998722,-0.000398283,0.980409,1,0
0.166016,0.283203,0.996753,-0.00045994,0.982378,1,0
0.166016,0.302734,0.993285,-0.000502507,0.982354,1,0
0.185547,0.283203,0.996793,-0.000435228,0.980387,1,0
0.185547,0.302734,0.993327,-0.000474302,0.980362,1,0
0.205078,0.244141,0.999831,-0.00034246,0.978445,1,0
0.205078,0.263672,0.998757,-0.000375405,0.978424,1,0
0.224609,0.244141,0.999862,-0.00032154,0.976464,1,0
0.224609,0.263672,0.998789,-0.000351732,0.976443,1,0
0.205078,0.283203,0.99683,-0.000409229,0.978401,1,0
0.205078,0.302734,0.993364,-0.00044475,0.978375,1,0
0.224609,0.283203,0.996863,-0.000382438,0.976419,1,0
0.224609,0.302734,0.993398,-0.000414443,0.976392,1,0
0.244141,0.166016,1.00129,-0.000198006,0.974548,1,0
0.244141,0.185547,1.00112,-0.00022256,0.974535,1,0
0.263672,0.166016,1.00132,-0.000184869,0.972573,1,0
0.263672,0.185547,1.00114,-0.000207599,0.972559,1,0
0.244141,0.205078,1.00087,-0.000247633,0.974521,1,0
0.244141,0.224609,1.0005,-0.000273623,0.974504,1,0
0.263672,0.205078,1.0009,-0.000230679,0.972544,1,0
0.263672,0.224609,1.00053,-0.000254495,0.972528,1,0
0.283203,0.166016,1.00134,-0.00017162,0.970599,1,0
0.283203,0.185547,1.00116,-0.00019255,0.970585,1,0
0.302734,0.166016,1.00136,-0.000158387,0.968626,1,0
0.302734,0.185547,1.00118,-0.000177565,0.968613,1,0
0.283203,0.205078,1.00092,-0.000213679,0.97057,1,0
0.283203,0.224609,1.00055,-0.000235384,0.970554,1,0
0.302734,0.205078,1.00094,-0.000196807,0.968598,1,0
0.302734,0.224609,1.00057,-0.000216485,0.968582,1,0
0.244141,0.244141,0.99989,-0.000300171,0.974485,1,0
0.244141,0.263672,0.998818,-0.000327645,0.974463,1,0
0.263672,0.244141,0.999916,-0.000278646,0.972509,1,0
0.263672,0.263672,0.998844,-0.000303484,0.972487,1,0
0.244141,0.283203,0.996892,-0.000355305,0.974439,1,0
0.244141,0.302734,0.993428,-0.000383912,0.974412,1,0
0.263672,0.283203,0.996919,-0.000328231,0.972463,1,0
0.263672,0.302734,0.993454,-0.000353618,0.972436,1,0
0.283203,0.244141,0.999939,-0.000257226,0.970535,1,0
0.283203,0.263672,0.998868,-0.00027955,0.970513,1,0
0.302734,0.244141,0.99996,-0.000236134,0.968563,1,0
0.302734,0.263672,0.998888,-0.000256092,0.968542,1,0
0.283203,0.283203,0.996942,-0.000301554,0.97049,1,0
0.283203,0.302734,0.993477,-0.000323943,0.970463,1,0
0.302734,0.283203,0.996963,-0.000275552,0.968519,1,0
0.302734,0.302734,0.993498,-0.000295188,0.968494,1,0
0.00976562,0.322266,0.986562,-0.000662597,0.998591,1,0
0.00976562,0.341797,0.975882,-0.000717784,0.998594,1,0
0.0292969,0.322266,0.986847,-0.000665073,0.996179,1,0
0.0292969,0.341797,0.976166,-0.000723428,0.996185,1,0
0.00976562,0.361328,0.957895,-0.000769922,0.998599,1,0
0.00976562,0.380859,0.928529,-0.000822761,0.998605,1,0
0.0292969,0.361328,0.958175,-0.000780787,0.996195,1,0
0.0292969,0.380859,0.9288,-0.000842367,0.996212,1,0
0.0488281,0.322266,0.986849,-0.000664746,0.994297,1,0
0.0488281,0.341797,0.97617,-0.000726537,0.994297,1,0
0.0683594,0.322266,0.986846,-0.000657786,0.992386,1,0
0.0683594,0.341797,0.976172,-0.00072042,0.992378,1,0
0.0488281,0.361328,0.958181,-0.000789369,0.994301,1,0
0.0488281,0.380859,0.928805,-0.000859457,0.994309,1,0
0.0683594,0.361328,0.958188,-0.000784456,0.99237,1,0
0.0683594,0.380859,0.928816,-0.000856123,0.992361,1,0
0.00976562,0.400391,0.88206,-0.000860697,0.998616,1,0
0.00976562,0.419922,0.810932,-0.000896873,0.99863,1,0
0.0292969,0.400391,0.882316,-0.000894531,0.996241,1,0
0.0292969,0.419922,0.81116,-0.000955299,0.996284,1,0
0.00976562,0.439453,0.705373,-0.000884983,0.998655,1,0
0.00976562,0.458984,0.55357,-0.000871633,0.998682,1,0
0.0292969,0.439453,0.705555,-0.000981,0.996354,1,0
0.0292969,0.458984,0.553636,-0.00103809,0.996436,1,0
0.0488281,0.400391,0.882317,-0.00092334,0.994325,1,0
0.0488281,0.419922,0.811151,-0.00100043,0.994345,1,0
0.0683594,0.400391,0.882334,-0.000920322,0.992353,1,0
0.0683594,0.419922,0.811166,-0.000995698,0.992338,1,0
0.0488281,0.439453,0.705528,-0.00103938,0.994376,1,0
0.0488281,0.458984,0.55352,-0.00109659,0.994392,1,0
0.0683594,0.439453,0.705533,-0.00102738,0.992323,1,0
