x,y,ux,uy,p,cs,f
0.00976562,0.00976562,0.998484,-4.4187e-05,0.998606,1,0
0.00976562,0.0292969,0.998188,-0.000106298,0.99861,1,0
0.0292969,0.00976562,0.998749,-4.47426e-05,0.996212,1,0
0.0292969,0.0292969,0.998457,-0.000106858,0.996218,1,0
0.00976562,0.0488281,0.997727,-0.000152287,0.998609,1,0
0.00976562,0.0683594,0.997033,-0.000205357,0.998611,1,0
0.0292969,0.0488281,0.997995,-0.000152489,0.996217,1,0
0.0292969,0.0683594,0.997302,-0.000205725,0.996218,1,0
0.0488281,0.00976562,0.998748,-4.50853e-05,0.994336,1,0
0.0488281,0.0292969,0.998459,-0.000107092,0.994341,1,0
0.0683594,0.00976562,0.998736,-4.52703e-05,0.992447,1,0
0.0683594,0.0292969,0.99845,-0.000107015,0.992451,1,0
0.0488281,0.0488281,0.997997,-0.000152429,0.994339,1,0
0.0488281,0.0683594,0.997305,-0.000205731,0.99434,1,0
0.0683594,0.0488281,0.997988,-0.000151991,0.992449,1,0
0.0683594,0.0683594,0.997297,-0.000205201,0.99245,1,0
0.00976562,0.0878906,0.996048,-0.000256777,0.998611,1,0
0.00976562,0.107422,0.994673,-0.000309604,0.998612,1,0
0.0292969,0.0878906,0.996317,-0.0002572,0.996219,1,0
0.0292969,0.107422,0.994943,-0.000310193,0.99622,1,0
0.00976562,0.126953,0.99278,-0.000362948,0.998613,1,0
0.00976562,0.146484,0.990196,-0.000417139,0.998615,1,0
0.0292969,0.126953,0.99305,-0.000363754,0.996222,1,0
0.0292969,0.146484,0.990466,-0.000418252,0.996224,1,0
0.0488281,0.0878906,0.996321,-0.000257151,0.994341,1,0
0.0488281,0.107422,0.994947,-0.000310227,0.994341,1,0
0.0683594,0.0878906,0.996313,-0.0002564,0.99245,1,0
0.0683594,0.107422,0.994941,-0.000309374,0.99245,1,0
0.0488281,0.126953,0.993055,-0.000363935,0.994342,1,0
0.0488281,0.146484,0.990472,-0.000418692,0.994343,1,0
0.0683594,0.126953,0.99305,-0.000363003,0.992449,1,0
0.0683594,0.146484,0.990469,-0.000417753,0.992449,1,0
0.0878906,0.00976562,0.99879,-4.54206e-05,0.990441,1,0
0.0878906,0.0292969,0.998506,-0.000106804,0.990446,1,0
0.107422,0.00976562,0.998852,-4.55113e-05,0.988429,1,0
0.107422,0.0292969,0.99857,-0.000106447,0.988433,1,0
0.0878906,0.0488281,0.998044,-0.000151293,0.990444,1,0
0.0878906,0.0683594,0.997354,-0.000204284,0.990444,1,0
0.107422,0.0488281,0.998108,-0.000150367,0.988431,1,0
